Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,28,00,0000,State - ANDHRA PRADESH  28,Rural,35-59,13800968,6970211,6830757,120175,33543,86632,0,0,0,5006,4260,746,2784,1690,1094,5186,2050,3136,107199,25543,81656
C3010,28,00,0000,State - ANDHRA PRADESH  28,Rural,60+,4505734,2152118,2353616,8673,3538,5135,0,0,0,898,700,198,695,357,338,646,379,267,6434,2102,4332
C3010,28,00,0000,State - ANDHRA PRADESH  28,Rural,Age not stated,78984,44061,34923,1034,711,323,0,0,0,605,471,134,182,134,48,89,52,37,158,54,104
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,All ages,20808940,10590209,10218731,5681592,3045175,2636417,4794058,2493693,2300365,759382,472659,286723,84330,54833,29497,28601,18200,10401,15221,5790,9431
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,0-4,1671429,853768,817661,140997,73367,67630,140997,73367,67630,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,5,446468,229967,216501,200739,104256,96483,200739,104256,96483,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,6,432161,220578,211583,278005,142390,135615,278005,142390,135615,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,7,431172,222437,208735,368092,190739,177353,368092,190739,177353,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,8,489822,246802,243020,429139,217585,211554,429139,217585,211554,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,9,409004,206973,202031,367782,187112,180670,367782,187112,180670,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,10,567024,294501,272523,488812,255480,233332,488812,255480,233332,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,11,384570,195396,189174,341052,174586,166466,341052,174586,166466,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,12,538889,276858,262031,446112,231638,214474,446112,231638,214474,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,13,423404,209771,213633,348414,175713,172701,348414,175713,172701,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,14,449697,227388,222309,347157,179382,167775,347157,179382,167775,0,0,0,0,0,0,0,0,0,0,0,0
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,15-19,2316106,1175818,1140288,1281340,693471,587869,955218,512685,442533,277641,152429,125212,37703,22374,15329,8998,5107,3891,1780,876,904
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,20-24,2139935,1081373,1058562,504180,323016,181164,82539,48760,33779,388954,254100,134854,24147,15495,8652,5826,3511,2315,2714,1150,1564
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,25-29,1982327,956815,1025512,75617,54404,21213,0,0,0,52260,37824,14436,13552,10552,3000,6616,4632,1984,3189,1396,1793
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,30-34,1605373,830695,774678,21572,14101,7471,0,0,0,13743,9273,4470,3268,2424,844,2552,1775,777,2009,629,1380
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,35-59,5184749,2725417,2459332,34628,22660,11968,0,0,0,21285,15228,6057,4471,3213,1258,3966,2776,1190,4906,1443,3463
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,60+,1282344,605470,676874,5483,3710,1773,0,0,0,3602,2641,961,790,471,319,519,327,192,572,271,301
C3010,28,00,0000,State - ANDHRA PRADESH  28,Urban,Age not stated,54466,30182,24284,2471,1565,906,0,0,0,1897,1164,733,399,304,95,124,72,52,51,25,26
C3010,29,00,0000,State - KARNATAKA  29,Total,All ages,52850562,26898918,25951644,11314196,6199480,5114716,10337693,5561318,4776375,776258,504200,272058,147466,98604,48862,37609,27287,10322,15170,8071,7099
C3010,29,00,0000,State - KARNATAKA  29,Total,0-4,4942594,2537476,2405118,84756,44033,40723,84756,44033,40723,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,5,1138754,588059,550695,118872,61790,57082,118872,61790,57082,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,6,1100752,565423,535329,462054,240146,221908,462054,240146,221908,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,7,1023407,521358,502049,836708,432287,404421,836708,432287,404421,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,8,1288401,648505,639896,1104063,565715,538348,1104063,565715,538348,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,9,1130117,570132,559985,1018321,521758,496563,1018321,521758,496563,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,10,1462506,746246,716260,1216480,637393,579087,1216480,637393,579087,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,11,1016642,518871,497771,885140,463556,421584,885140,463556,421584,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,12,1426809,728762,698047,1073403,572400,501003,1073403,572400,501003,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,13,1089999,556516,533483,831183,446697,384486,831183,446697,384486,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,14,1225620,638838,586782,819720,457830,361890,819720,457830,361890,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Total,15-19,5381672,2840330,2541342,2136118,1250449,885669,1759020,1027907,731113,308316,179629,128687,56230,34678,21552,11704,7802,3902,848,433,415
C3010,29,00,0000,State - KARNATAKA  29,Total,20-24,4886225,2541933,2344292,598327,409217,189110,127973,89806,38167,407447,277863,129584,52619,34717,17902,8344,5896,2448,1944,935,1009
C3010,29,00,0000,State - KARNATAKA  29,Total,25-29,4578219,2216303,2361916,74557,57913,16644,0,0,0,42325,33668,8657,21489,16593,4896,8201,6455,1746,2542,1197,1345
C3010,29,00,0000,State - KARNATAKA  29,Total,30-34,3821205,1917602,1903603,19341,13961,5380,0,0,0,7689,5733,1956,5752,4287,1465,3600,2780,820,2300,1161,1139
C3010,29,00,0000,State - KARNATAKA  29,Total,35-59,13223774,6810137,6413637,29093,20172,8921,0,0,0,8094,5710,2384,9673,7206,2467,4819,3579,1240,6507,3677,2830
C3010,29,00,0000,State - KARNATAKA  29,Total,60+,4062022,1923730,2138292,5169,3572,1597,0,0,0,1843,1245,598,1403,908,495,904,756,148,1019,663,356
C3010,29,00,0000,State - KARNATAKA  29,Total,Age not stated,51844,28697,23147,891,591,300,0,0,0,544,352,192,300,215,85,37,19,18,10,5,5
C3010,29,00,0000,State - KARNATAKA  29,Rural,All ages,34889033,17648958,17240075,6965018,3885153,3079865,6613467,3628054,2985413,279225,205214,74011,38891,28094,10797,20581,16887,3694,12854,6904,5950
C3010,29,00,0000,State - KARNATAKA  29,Rural,0-4,3397862,1742354,1655508,32923,17300,15623,32923,17300,15623,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,5,777178,400286,376892,47452,24822,22630,47452,24822,22630,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,6,760340,389917,370423,297432,155630,141802,297432,155630,141802,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,7,687192,349061,338131,547780,283992,263788,547780,283992,263788,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,8,885349,444683,440666,742026,382008,360018,742026,382008,360018,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,9,794528,400978,393550,707665,364954,342711,707665,364954,342711,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,10,1001269,508854,492415,807658,426829,380829,807658,426829,380829,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,11,689756,352109,337647,588234,311840,276394,588234,311840,276394,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,12,982990,499436,483554,701286,380217,321069,701286,380217,321069,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,13,736407,377639,358768,535214,295684,239530,535214,295684,239530,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,14,840718,439795,400923,522745,302567,220178,522745,302567,220178,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Rural,15-19,3484228,1852678,1631550,1153341,722936,430405,1010609,627733,382876,121133,79834,41299,15105,10517,4588,5804,4497,1307,690,355,335
C3010,29,00,0000,State - KARNATAKA  29,Rural,20-24,2985560,1546091,1439469,226940,173667,53273,72443,54478,17965,136699,106550,30149,11950,8389,3561,4235,3467,768,1613,783,830
C3010,29,00,0000,State - KARNATAKA  29,Rural,25-29,2848720,1359926,1488794,28431,23849,4582,0,0,0,15781,14085,1696,6000,4914,1086,4501,3834,667,2149,1016,1133
C3010,29,00,0000,State - KARNATAKA  29,Rural,30-34,2430733,1198795,1231938,9003,6911,2092,0,0,0,2673,2342,331,1929,1517,412,2401,2042,359,2000,1010,990
C3010,29,00,0000,State - KARNATAKA  29,Rural,35-59,8662665,4406720,4255945,13994,9855,4139,0,0,0,2199,1858,341,3291,2402,889,2943,2429,514,5561,3166,2395
C3010,29,00,0000,State - KARNATAKA  29,Rural,60+,2889594,1360846,1528748,2620,1915,705,0,0,0,544,414,130,557,319,238,684,610,74,835,572,263
C3010,29,00,0000,State - KARNATAKA  29,Rural,Age not stated,33944,18790,15154,274,177,97,0,0,0,196,131,65,59,36,23,13,8,5,6,2,4
C3010,29,00,0000,State - KARNATAKA  29,Urban,All ages,17961529,9249960,8711569,4349178,2314327,2034851,3724226,1933264,1790962,497033,298986,198047,108575,70510,38065,17028,10400,6628,2316,1167,1149
C3010,29,00,0000,State - KARNATAKA  29,Urban,0-4,1544732,795122,749610,51833,26733,25100,51833,26733,25100,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,5,361576,187773,173803,71420,36968,34452,71420,36968,34452,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,6,340412,175506,164906,164622,84516,80106,164622,84516,80106,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,7,336215,172297,163918,288928,148295,140633,288928,148295,140633,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,8,403052,203822,199230,362037,183707,178330,362037,183707,178330,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,9,335589,169154,166435,310656,156804,153852,310656,156804,153852,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,10,461237,237392,223845,408822,210564,198258,408822,210564,198258,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,11,326886,166762,160124,296906,151716,145190,296906,151716,145190,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,12,443819,229326,214493,372117,192183,179934,372117,192183,179934,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,13,353592,178877,174715,295969,151013,144956,295969,151013,144956,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,14,384902,199043,185859,296975,155263,141712,296975,155263,141712,0,0,0,0,0,0,0,0,0,0,0,0
C3010,29,00,0000,State - KARNATAKA  29,Urban,15-19,1897444,987652,909792,982777,527513,455264,748411,400174,348237,187183,99795,87388,41125,24161,16964,5900,3305,2595,158,78,80
C3010,29,00,0000,State - KARNATAKA  29,Urban,20-24,1900665,995842,904823,371387,235550,135837,55530,35328,20202,270748,171313,99435,40669,26328,14341,4109,2429,1680,331,152,179
C3010,29,00,0000,State - KARNATAKA  29,Urban,25-29,1729499,856377,873122,46126,34064,12062,0,0,0,26544,19583,6961,15489,11679,3810,3700,2621,1079,393,181,212
C3010,29,00,0000,State - KARNATAKA  29,Urban,30-34,1390472,718807,671665,10338,7050,3288,0,0,0,5016,3391,1625,3823,2770,1053,1199,738,461,300,151,149
C3010,29,00,0000,State - KARNATAKA  29,Urban,35-59,4561109,2403417,2157692,15099,10317,4782,0,0,0,5895,3852,2043,6382,4804,1578,1876,1150,726,946,511,435
C3010,29,00,0000,State - KARNATAKA  29,Urban,60+,1172428,562884,609544,2549,1657,892,0,0,0,1299,831,468,846,589,257,220,146,74,184,91,93
C3010,29,00,0000,State - KARNATAKA  29,Urban,Age not stated,17900,9907,7993,617,414,203,0,0,0,348,221,127,241,179,62,24,11,13,4,3,1
C3010,30,00,0000,State - GOA  30,Total,All ages,1347668,687248,660420,293522,154699,138823,258627,134711,123916,25560,13364,12196,6721,4982,1739,2512,1596,916,102,46,56
C3010,30,00,0000,State - GOA  30,Total,0-4,103823,53624,50199,4593,2407,2186,4593,2407,2186,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,5,22523,11771,10752,8163,4272,3891,8163,4272,3891,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,6,19622,9943,9679,13250,6678,6572,13250,6678,6572,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,7,21168,10795,10373,19408,9960,9448,19408,9960,9448,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,8,23119,11815,11304,21642,11099,10543,21642,11099,10543,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,9,20958,10672,10286,19986,10229,9757,19986,10229,9757,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,10,27069,13742,13327,25370,12968,12402,25370,12968,12402,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,11,20375,10329,10046,19466,9930,9536,19466,9930,9536,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,12,26194,13585,12609,24060,12685,11375,24060,12685,11375,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,13,22561,11466,11095,20782,10741,10041,20782,10741,10041,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,14,23814,12182,11632,20970,10922,10048,20970,10922,10048,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Total,15-19,125031,64970,60061,72350,38776,33574,57048,30533,26515,11433,5646,5787,2876,1984,892,981,606,375,12,7,5
C3010,30,00,0000,State - GOA  30,Total,20-24,142016,75652,66364,19575,11275,8300,3889,2287,1602,12540,6732,5808,2312,1738,574,813,507,306,21,11,10
C3010,30,00,0000,State - GOA  30,Total,25-29,138614,70745,67869,2423,1745,678,0,0,0,1063,680,383,953,804,149,390,254,136,17,7,10
C3010,30,00,0000,State - GOA  30,Total,30-34,117544,61304,56240,768,571,197,0,0,0,221,122,99,346,299,47,190,145,45,11,5,6
C3010,30,00,0000,State - GOA  30,Total,35-59,373952,191321,182631,602,377,225,0,0,0,247,148,99,192,137,55,129,78,51,34,14,20
C3010,30,00,0000,State - GOA  30,Total,60+,112273,49676,62597,104,57,47,0,0,0,48,29,19,42,20,22,7,6,1,7,2,5
C3010,30,00,0000,State - GOA  30,Total,Age not stated,7012,3656,3356,10,7,3,0,0,0,8,7,1,0,0,0,2,0,2,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,All ages,677091,340545,336546,142056,74489,67567,128103,66576,61527,9887,5130,4757,2856,2033,823,1174,736,438,36,14,22
C3010,30,00,0000,State - GOA  30,Rural,0-4,51505,26426,25079,1922,967,955,1922,967,955,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,5,10734,5579,5155,3790,1964,1826,3790,1964,1826,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,6,9099,4542,4557,6407,3201,3206,6407,3201,3206,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,7,9878,5052,4826,9175,4726,4449,9175,4726,4449,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,8,10922,5633,5289,10357,5367,4990,10357,5367,4990,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,9,10414,5302,5112,10030,5122,4908,10030,5122,4908,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,10,13002,6539,6463,12350,6240,6110,12350,6240,6110,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,11,10021,5065,4956,9647,4892,4755,9647,4892,4755,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,12,12887,6664,6223,12100,6357,5743,12100,6357,5743,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,13,11423,5811,5612,10626,5489,5137,10626,5489,5137,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,14,12120,6155,5965,10759,5576,5183,10759,5576,5183,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Rural,15-19,64091,32570,31521,35690,19243,16447,29032,15553,13479,4607,2292,2315,1533,1072,461,512,322,190,6,4,2
C3010,30,00,0000,State - GOA  30,Rural,20-24,72435,37803,34632,8110,4685,3425,1908,1122,786,4789,2555,2234,1016,753,263,388,251,137,9,4,5
C3010,30,00,0000,State - GOA  30,Rural,25-29,69748,35778,33970,694,434,260,0,0,0,341,196,145,189,128,61,160,108,52,4,2,2
C3010,30,00,0000,State - GOA  30,Rural,30-34,57642,30168,27474,159,99,60,0,0,0,61,32,29,46,36,10,48,28,20,4,3,1
C3010,30,00,0000,State - GOA  30,Rural,35-59,184770,92260,92510,195,106,89,0,0,0,71,46,25,55,35,20,61,24,37,8,1,7
C3010,30,00,0000,State - GOA  30,Rural,60+,61473,26632,34841,43,20,23,0,0,0,17,8,9,17,9,8,4,3,1,5,0,5
C3010,30,00,0000,State - GOA  30,Rural,Age not stated,4927,2566,2361,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,All ages,670577,346703,323874,151466,80210,71256,130524,68135,62389,15673,8234,7439,3865,2949,916,1338,860,478,66,32,34
C3010,30,00,0000,State - GOA  30,Urban,0-4,52318,27198,25120,2671,1440,1231,2671,1440,1231,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,5,11789,6192,5597,4373,2308,2065,4373,2308,2065,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,6,10523,5401,5122,6843,3477,3366,6843,3477,3366,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,7,11290,5743,5547,10233,5234,4999,10233,5234,4999,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,8,12197,6182,6015,11285,5732,5553,11285,5732,5553,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,9,10544,5370,5174,9956,5107,4849,9956,5107,4849,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,10,14067,7203,6864,13020,6728,6292,13020,6728,6292,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,11,10354,5264,5090,9819,5038,4781,9819,5038,4781,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,12,13307,6921,6386,11960,6328,5632,11960,6328,5632,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,13,11138,5655,5483,10156,5252,4904,10156,5252,4904,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,14,11694,6027,5667,10211,5346,4865,10211,5346,4865,0,0,0,0,0,0,0,0,0,0,0,0
C3010,30,00,0000,State - GOA  30,Urban,15-19,60940,32400,28540,36660,19533,17127,28016,14980,13036,6826,3354,3472,1343,912,431,469,284,185,6,3,3
C3010,30,00,0000,State - GOA  30,Urban,20-24,69581,37849,31732,11465,6590,4875,1981,1165,816,7751,4177,3574,1296,985,311,425,256,169,12,7,5
C3010,30,00,0000,State - GOA  30,Urban,25-29,68866,34967,33899,1729,1311,418,0,0,0,722,484,238,764,676,88,230,146,84,13,5,8
C3010,30,00,0000,State - GOA  30,Urban,30-34,59902,31136,28766,609,472,137,0,0,0,160,90,70,300,263,37,142,117,25,7,2,5
C3010,30,00,0000,State - GOA  30,Urban,35-59,189182,99061,90121,407,271,136,0,0,0,176,102,74,137,102,35,68,54,14,26,13,13
C3010,30,00,0000,State - GOA  30,Urban,60+,50800,23044,27756,61,37,24,0,0,0,31,21,10,25,11,14,3,3,0,2,2,0
C3010,30,00,0000,State - GOA  30,Urban,Age not stated,2085,1090,995,8,6,2,0,0,0,7,6,1,0,0,0,1,0,1,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,All ages,60650,31131,29519,17066,9252,7814,16718,9023,7695,187,122,65,64,32,32,93,73,20,4,2,2
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,0-4,6468,3289,3179,408,218,190,408,218,190,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,5,1418,741,677,565,288,277,565,288,277,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,6,1205,611,594,937,477,460,937,477,460,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,7,1332,683,649,1288,661,627,1288,661,627,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,8,1362,712,650,1333,701,632,1333,701,632,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,9,1308,668,640,1280,653,627,1280,653,627,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,10,1524,778,746,1486,762,724,1486,762,724,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,11,1382,761,621,1357,749,608,1357,749,608,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,12,1646,845,801,1584,819,765,1584,819,765,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,13,1500,775,725,1434,747,687,1434,747,687,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,14,1589,824,765,1444,776,668,1444,776,668,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,15-19,6230,3203,3027,3521,2083,1438,3361,1986,1375,75,45,30,28,9,19,55,41,14,2,2,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,20-24,5634,2769,2865,385,283,102,241,186,55,95,61,34,22,13,9,27,23,4,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,25-29,5160,2597,2563,31,26,5,0,0,0,14,13,1,9,7,2,8,6,2,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,30-34,4358,2245,2113,8,8,0,0,0,0,3,3,0,3,3,0,2,2,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,35-59,14752,7715,7037,3,1,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,60+,3729,1884,1845,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Total,Age not stated,53,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,All ages,33683,17191,16492,9531,5097,4434,9339,4966,4373,126,84,42,23,7,16,42,40,2,1,0,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,0-4,3971,1974,1997,179,92,87,179,92,87,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,5,840,431,409,316,161,155,316,161,155,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,6,714,359,355,568,286,282,568,286,282,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,7,749,382,367,728,373,355,728,373,355,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,8,796,423,373,781,417,364,781,417,364,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,9,747,374,373,732,368,364,732,368,364,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,10,846,416,430,820,410,410,820,410,410,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,11,762,412,350,745,404,341,745,404,341,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,12,903,449,454,861,433,428,861,433,428,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,13,822,405,417,773,387,386,773,387,386,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,14,907,467,440,810,434,376,810,434,376,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,15-19,3510,1787,1723,1966,1140,826,1881,1087,794,51,30,21,13,2,11,21,21,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,20-24,3161,1554,1607,230,174,56,145,114,31,65,44,21,5,2,3,15,14,1,0,0,0
